step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud
228,PAYMENT,29220.16,C1046029945,303523.35,274303.19,M1915095125,0,0,0,0
228,CASH_OUT,4526748.52,C565197810,4526748.52,0,C725918022,416831.26,4943579.77,1,0
228,CASH_OUT,61060.65,C2091748001,108994.82,47934.16,C1026082964,345988.29,407048.95,0,0
228,TRANSFER,2874626.02,C1926697362,2874626.02,0,C443920202,0,0,1,0
229,TRANSFER,563983.35,C1982558751,31326,0,C1337916138,114652.83,678636.18,0,0
229,TRANSFER,143332,C238846590,143332,0,C163992807,0,0,1,0
229,PAYMENT,335.49,C976577882,106055,105719.51,M799538313,0,0,0,0
229,CASH_IN,159631.81,C66077584,471998.12,631629.93,C1246959847,689463.48,529831.67,0,0
229,PAYMENT,20233.96,C734334476,4012,0,M1131231292,0,0,0,0
229,CASH_OUT,54901.55,C217536599,32195,0,C1663739079,95373.34,150274.89,0,0
229,CASH_IN,105046.26,C1773995236,477801.7,582847.95,C1130449190,611999.82,506953.56,0,0
229,PAYMENT,8798.59,C2012396384,253265.55,244466.97,M609698281,0,0,0,0
229,CASH_IN,55057.89,C1394583308,6449817.24,6504875.14,C733789380,216046.63,160988.73,0,0
229,CASH_OUT,137115.54,C198285281,127,0,C1146664465,300454.85,437570.4,0,0
229,PAYMENT,21299.48,C228984554,10676,0,M1458935087,0,0,0,0
229,CASH_OUT,444489.39,C1201483417,0,0,C365063356,6049759.56,6494248.95,0,0
229,CASH_OUT,209474.95,C868426430,0,0,C689142210,557389.99,766864.93,0,0
229,PAYMENT,7731.1,C2104841955,0,0,M1639137597,0,0,0,0
229,CASH_OUT,298097.41,C1515260844,0,0,C1439559801,1393777.31,1691874.71,0,0
229,CASH_OUT,87449.37,C323616005,4897,0,C730745212,5889859.65,5977309.01,0,0
229,CASH_OUT,100382.7,C1642423055,0,0,C467710030,1534125.53,1634508.23,0,0
229,PAYMENT,17606.71,C342845325,20301,2694.29,M697830954,0,0,0,0
229,PAYMENT,30644.1,C204096588,0,0,M2083088275,0,0,0,0
229,CASH_OUT,37019.04,C1855196717,37019.04,0,C264278084,52812.32,89831.35,1,0
229,CASH_OUT,146933.3,C138224245,429359,282425.7,C656318878,260343.18,407276.48,0,0
229,PAYMENT,15977.43,C2003200603,0,0,M569632014,0,0,0,0
229,PAYMENT,16549.06,C2112888198,72976.89,56427.83,M1686669741,0,0,0,0
229,CASH_OUT,386640.44,C1999742316,487682,101041.56,C354539641,246353.61,632994.05,0,0
229,CASH_OUT,426239.14,C741451060,350,0,C1163897234,323918.53,750157.66,0,0
229,CASH_OUT,265996.25,C1054563749,103244,0,C862064694,1042437.15,1308433.4,0,0
229,CASH_OUT,143332,C159990458,143332,0,C1025108799,482652.15,716367.34,1,0
229,CASH_OUT,106230.37,C329966366,584452.17,478221.8,C537485102,2823001.95,2929232.31,0,0
229,PAYMENT,30246.05,C319364198,56989.01,26742.97,M1913958136,0,0,0,0
229,CASH_OUT,294871.57,C1132475528,0,0,C838059195,987906.02,1282777.59,0,0
229,PAYMENT,4363.23,C387988919,5516,1152.77,M898527709,0,0,0,0
229,CASH_IN,563606.11,C993947358,327743.09,891349.2,C906970293,923038.08,359431.98,0,0
229,PAYMENT,10190.57,C533227844,2616.82,0,M1925184813,0,0,0,0
229,CASH_OUT,38580.45,C282585664,38580.45,0,C2031301497,335633.03,374213.48,1,0
229,CASH_IN,69785.41,C591562026,5253228.98,5323014.39,C1264795571,454393.03,384607.62,0,0
230,CASH_OUT,359816.69,C1684091282,20305,0,C300714712,0,359816.69,0,0
230,PAYMENT,33931.55,C296185238,0,0,M1533764680,0,0,0,0
230,TRANSFER,102009.37,C284996828,102009.37,0,C1044221964,0,0,1,0
230,PAYMENT,17822.83,C1626988735,126835.01,109012.18,M400261564,0,0,0,0
230,TRANSFER,2326251.51,C1788761832,2326251.51,0,C149376327,0,0,1,0
230,CASH_OUT,326200.22,C1086204728,10047,0,C17114080,61261.48,387461.7,0,0
230,PAYMENT,18183.03,C33800496,310618.19,292435.16,M1629015226,0,0,0,0
230,CASH_OUT,2326251.51,C2114453314,2326251.51,0,C2024824316,37662.1,2363913.61,1,0
230,CASH_IN,138237.05,C1971206433,43755,181992.05,C974485162,1000555.99,862318.94,0,0
230,CASH_IN,246998.94,C1158668208,297171,544169.94,C1323693445,0,0,0,0
230,PAYMENT,7096.53,C793984804,0,0,M1500724371,0,0,0,0
230,CASH_OUT,357397.17,C1212424378,0,0,C1092267261,624097.61,981494.78,0,0
230,CASH_IN,77544.27,C1386504158,680274.4,757818.67,C934058959,715136.74,637592.47,0,0
230,PAYMENT,9770.32,C1460141769,201712,191941.68,M425662547,0,0,0,0
230,PAYMENT,26476.71,C1731666717,0,0,M2056380593,0,0,0,0
230,CASH_IN,4132.66,C1266888399,41266,45398.66,C2146738914,0,0,0,0
230,TRANSFER,10000000,C150617765,13774746.08,3774746.08,C1641778666,0,0,1,0
230,CASH_OUT,48078.85,C468213080,48078.85,0,C1734777637,288760.9,336839.74,1,0
230,CASH_IN,205063.79,C1413644477,2870794.25,3075858.04,C629063173,230139.74,25075.94,0,0
230,CASH_OUT,87786.53,C1525084853,204339.42,116552.89,C1941867627,1347604.78,1435391.3,0,0
230,TRANSFER,48078.85,C80387919,48078.85,0,C1965664830,0,0,1,0
230,CASH_OUT,114169.66,C1069101318,114169.66,0,C894811944,80478.74,194648.4,1,0
230,CASH_IN,315241.27,C1909945979,8625655.03,8940896.29,C1316800083,2210829.94,1895588.68,0,0
230,CASH_OUT,3774746.08,C1668999438,3774746.08,0,C1220527232,55231.27,3829977.34,1,0
230,CASH_OUT,37883.85,C1088598070,29743,0,C1452167310,31789.69,69673.53,0,0
230,CASH_IN,34636.06,C1567453353,14441,49077.06,C1703997346,142849.66,108213.6,0,0
230,PAYMENT,18063.03,C696102843,20058,1994.97,M576143740,0,0,0,0
230,CASH_IN,50627.13,C67405999,68210,118837.13,C809836823,241317.08,190689.95,0,0
230,CASH_IN,229728.02,C1628620738,9229,238957.02,C1123181390,318839.8,89111.78,0,0
230,CASH_OUT,32979.12,C753432023,1094,0,C1950984619,437649.39,470628.51,0,0
230,TRANSFER,1112204.51,C444571961,1112204.51,0,C1409527805,0,0,1,0
230,CASH_OUT,224195.25,C2114506773,21176,0,C1633218398,0,224195.25,0,0
230,CASH_OUT,489296.91,C421681019,20553,0,C2006767881,1723223.82,2212520.73,0,0
230,TRANSFER,3774746.08,C721399587,3774746.08,0,C811425759,0,0,1,0
230,CASH_OUT,105148.69,C1258279323,19238,0,C1501491300,394110.48,499259.17,0,0
230,CASH_OUT,10000000,C1790027985,10000000,0,C243227440,0,10000000,1,0
231,CASH_IN,272739.68,C1801924003,31117,303856.68,C131549835,4050772.11,3778032.43,0,0
231,CASH_IN,73535.79,C236246420,9588589.4,9662125.19,C385277355,75896.49,2360.7,0,0
231,CASH_OUT,13962,C1577946828,13962,0,C924652155,0,13962,1,0
231,CASH_OUT,59887.72,C1677022115,456668,396780.28,C2036394168,159589.47,219477.19,0,0
231,CASH_OUT,317787.12,C621941841,317787.12,0,C1560860493,11292122.38,11609909.5,1,0
231,PAYMENT,2433.97,C2105676221,0,0,M1974478921,0,0,0,0
231,CASH_IN,39688.06,C1424916503,99031,138719.06,C1071781102,0,0,0,0
231,CASH_IN,81146.58,C1635466479,5387229.04,5468375.62,C409490452,2578556.18,2497409.6,0,0
231,CASH_OUT,181033.81,C569492922,0,0,C1013282697,201106.32,382140.13,0,0
231,CASH_OUT,400758.85,C1350723099,400758.85,0,C835842447,2210854.46,4090444.07,1,0
231,CASH_OUT,94372.61,C1451318490,0,0,C421443093,471783.48,566156.08,1,0
231,PAYMENT,10202.37,C479086623,0,0,M2096755197,0,0,0,0
231,PAYMENT,2319.23,C2090680767,337361,335041.77,M1533245184,0,0,0,0
231,TRANSFER,6029387.26,C172131034,6029387.26,0,C844027977,0,0,1,0
231,CASH_IN,10206.25,C1227027156,4051528.91,4061735.16,C757212877,2190882.86,2180676.61,0,0
231,CASH_OUT,9457.95,C1457696871,130299.24,120841.29,C1062465966,17524.49,26982.43,0,0
231,PAYMENT,13934.62,C1654320521,62333,48398.38,M313288766,0,0,0,0
231,TRANSFER,82385.63,C1937404961,0,0,C577333345,116568.92,198954.56,0,0
231,CASH_OUT,118037.19,C2130824186,0,0,C980241582,4842493.08,4960530.27,0,0
231,PAYMENT,7842.45,C175200736,79865,72022.55,M966392736,0,0,0,0
231,CASH_IN,351605.17,C1577879878,12164,363769.17,C2039904606,429091.7,77486.53,0,0
231,TRANSFER,40778.12,C298213486,0,0,C1208963650,62513.22,103291.35,0,0
231,CASH_OUT,273821.76,C212390173,273821.76,0,C1049250816,0,273821.76,1,0
231,PAYMENT,9073.9,C1562325150,478654,469580.1,M1622960390,0,0,0,0
231,TRANSFER,160939.29,C235487565,0,0,C289921841,1096133.28,1257072.57,0,0
231,CASH_OUT,86306.13,C525842213,103436,17129.87,C238377372,1681393.14,1767699.27,0,0
231,TRANSFER,105080.35,C1603667010,105080.35,0,C70652634,0,0,1,0
231,CASH_OUT,41102.23,C1450715295,24592,0,C1601088633,2199677.86,2240780.09,0,0
231,CASH_OUT,157606.36,C1063328698,0,0,C668631074,7750417.52,7908023.89,0,0
231,CASH_IN,112716.31,C655016618,1411897.66,1524613.97,C156935533,291783.44,179067.12,0,0
231,CASH_OUT,136435.52,C1074748385,154904.88,18469.36,C1237915488,0,136435.52,0,0
232,CASH_OUT,19657.39,C1539613567,0,0,C825203604,6672265.33,6691922.73,0,0
232,TRANSFER,157290.12,C670221436,52182,0,C1786394102,3102853.5,3260143.62,0,0
232,PAYMENT,39651.11,C540425397,0,0,M1789207447,0,0,0,0
232,TRANSFER,1454888.86,C522008423,1454888.86,0,C2072999446,0,0,1,0
232,CASH_OUT,44165.55,C470777644,0,0,C1743008428,261216.47,305382.01,0,0
232,CASH_OUT,33302.96,C601045727,33302.96,0,C2098386124,0,33302.96,1,0
232,TRANSFER,423229.13,C1699838022,26912,0,C1479732242,217675.81,640904.94,0,0
232,CASH_OUT,216519.69,C234863729,201559,0,C1377844163,13976.16,230495.85,0,0
232,CASH_IN,165423.35,C780293789,6028,171451.35,C155289167,1348636.18,1183212.83,0,0
232,PAYMENT,7588.74,C214512929,5587,0,M993736289,0,0,0,0
232,TRANSFER,2898.09,C700411853,2898.09,0,C91566300,0,0,1,0
232,CASH_OUT,8133.12,C1666089781,0,0,C1175587876,64328.85,72461.96,0,0
232,CASH_OUT,321393.86,C1893164146,0,0,C605315207,1520154.12,1841547.97,0,0
232,TRANSFER,245389.3,C869944482,0,0,C70911706,266305.99,511695.29,0,0
232,TRANSFER,977254.61,C854208497,734277,0,C1062953484,0,1182341.01,0,0
232,CASH_OUT,120858.71,C453476782,0,0,C1218433305,974596.23,1095454.94,0,0
232,CASH_OUT,2898.09,C944357940,2898.09,0,C1103826794,741450.85,744348.94,1,0
232,CASH_OUT,1454888.86,C1822149837,1454888.86,0,C382918282,278158.89,1733047.75,1,0
232,PAYMENT,46584.07,C1408117729,214380.66,167796.58,M889433474,0,0,0,0
232,CASH_OUT,570135.07,C1042329949,570135.07,0,C1463347457,3047426.94,3617562.01,1,0
232,CASH_IN,85889.79,C1012195400,4906678.53,4992568.32,C1906225228,400282.84,314393.05,0,0
232,PAYMENT,18640,C20546652,93149,74509,M1200502774,0,0,0,0
232,PAYMENT,2498.6,C411916473,0,0,M577282672,0,0,0,0
232,PAYMENT,14488.66,C2017817575,0,0,M1674692060,0,0,0,0
232,PAYMENT,19238,C1818629163,100642,81404,M253275720,0,0,0,0
232,CASH_IN,41496.55,C819941985,5726822.31,5768318.86,C2004969489,47520.4,213545.61,0,0
233,CASH_OUT,278970.13,C600447211,1626,0,C82331433,0,278970.13,0,0
233,CASH_IN,161338.44,C311913428,30090,191428.44,C1906024799,0,0,0,0
233,TRANSFER,597411.76,C2113853115,597411.76,0,C338573575,0,0,1,0
233,CASH_OUT,37357.32,C784559856,37357.32,0,C763260175,0,37357.32,1,0
233,CASH_IN,153055.84,C1702285180,14345,167400.84,C1987293519,0,0,0,0
233,PAYMENT,12292.7,C1817318849,0,0,M548135923,0,0,0,0
233,CASH_OUT,157353.39,C832741739,157353.39,0,C418719967,5073663.48,5231016.86,1,0
233,TRANSFER,37357.32,C1908599999,37357.32,0,C232254728,0,0,1,0
233,CASH_IN,32883.81,C1227138583,2998213.82,3031097.63,C1672443228,67543.23,34659.42,0,0
233,TRANSFER,157353.39,C893034321,157353.39,0,C704220128,0,0,1,0
233,CASH_OUT,592443.66,C1291245872,592443.66,0,C497126314,69752.66,662196.32,1,0
233,PAYMENT,4986.56,C666016108,0,0,M106148057,0,0,0,0
233,CASH_IN,35090.94,C1654572356,20906,55996.94,C1963857906,1057128.3,1022037.37,0,0
233,PAYMENT,6580.71,C735639520,26160.27,19579.56,M1573369373,0,0,0,0
233,PAYMENT,2872.01,C1962854091,53763,50890.99,M1142278238,0,0,0,0
233,CASH_IN,639899.5,C958832750,10742,650641.5,C216056203,3228207.05,2588307.54,0,0
233,CASH_IN,103318.82,C1383176935,4975447.6,5078766.42,C1264414317,330393.39,227074.56,0,0
233,CASH_OUT,148807.55,C1046066847,0,0,C452508761,585779.02,734586.57,0,0
233,CASH_IN,267548.24,C1392022401,30665,298213.24,C1060156736,295829.91,28281.67,0,0
233,TRANSFER,576963.78,C895945304,0,0,C472312301,1088067.22,1665031,0,0
234,PAYMENT,941.77,C1001682363,0,0,M663395791,0,0,0,0
234,CASH_OUT,243121.99,C958116162,0,0,C1931882009,1072664.25,1315786.24,0,0
234,CASH_OUT,42305.78,C885209500,21162,0,C1228853521,0,42305.78,0,0
234,PAYMENT,37930.01,C1461183192,138183.64,100253.63,M1360576262,0,0,0,0
234,CASH_IN,208651.32,C975166381,488735.59,697386.91,C981577960,1114955.12,906303.79,0,0
234,PAYMENT,17568.39,C844418551,16412,0,M1482670724,0,0,0,0
234,CASH_OUT,224214.26,C312030773,0,0,C1415639172,348434.03,750097.26,0,0
234,CASH_IN,102417.62,C1514275242,22457671.57,22560089.19,C1532593639,129793.39,27375.77,0,0
234,CASH_OUT,225923.37,C42674436,225923.37,0,C491430071,3140128.43,3366051.8,1,0
234,TRANSFER,270585.92,C203050787,0,0,C1504609810,1372829.4,1643415.33,0,0
234,PAYMENT,29324.49,C587999325,0,0,M1101645545,0,0,0,0
234,CASH_OUT,450489.27,C745977891,450489.27,0,C1398681592,122047.64,572536.91,1,0
234,CASH_OUT,56302.46,C1099811892,0,0,C1996893404,3947651.29,4003953.75,0,0
234,CASH_IN,76973.93,C251501507,21924,98897.93,C530567881,322610.5,245636.57,0,0
234,TRANSFER,929212.5,C828024197,0,0,C982891593,8957952,9887164.5,0,0
234,CASH_OUT,294464.99,C452267586,0,0,C1569306395,2941440.12,3235905.11,0,0
234,PAYMENT,4130.9,C1134184074,2211.35,0,M1769554841,0,0,0,0
234,CASH_IN,391316.44,C1587471797,48382,439698.44,C1139143168,0,0,0,0
234,CASH_OUT,80336.26,C353864059,80336.26,0,C1614002378,7378477.13,7458813.39,1,0
234,PAYMENT,6654.82,C881475201,11418,4763.18,M231553778,0,0,0,0
234,CASH_IN,73872.91,C303435523,43533,117405.91,C632115147,0,0,0,0
234,CASH_OUT,263077.13,C1041594431,0,0,C2015646191,1499171.98,1762249.11,0,0
234,TRANSFER,72275.72,C103815381,0,0,C1605054773,96586.77,168862.49,0,0
234,CASH_OUT,443463.02,C49896490,11290,0,C979925906,0,443463.02,0,0
234,CASH_OUT,9520.47,C289619916,0,0,C854671988,605629.98,615150.45,0,0
234,TRANSFER,264949.69,C1912538788,264949.69,0,C455997820,0,0,1,0
234,CASH_OUT,343661.41,C1942620129,31801,0,C2093310705,1094429.03,1438090.44,0,0
234,CASH_OUT,130761.51,C1608787952,0,0,C2118689464,255901.07,386662.58,0,0
234,PAYMENT,24853.38,C878402179,129827,104973.62,M926171783,0,0,0,0
234,CASH_IN,167108.79,C1588020047,5707249.68,5874358.47,C378298004,168096.83,988.04,0,0
234,TRANSFER,450489.27,C1996228335,450489.27,0,C1717483604,0,0,1,0
234,CASH_OUT,312667.38,C1301655760,21582,0,C1677773127,0,312667.38,0,0
234,TRANSFER,225923.37,C1439734437,225923.37,0,C119989441,0,0,1,0
234,TRANSFER,210691.92,C836135331,210691.92,0,C2142575639,0,0,1,0
234,PAYMENT,52119.54,C1018822426,20646,0,M1302556366,0,0,0,0
234,PAYMENT,14075.13,C1700548453,261433.06,247357.93,M1572060411,0,0,0,0
234,PAYMENT,3743.6,C1061860250,7951,4207.4,M1144509456,0,0,0,0
235,CASH_IN,345018.24,C1161014909,31459277.59,31804295.83,C1027259454,452983.08,107964.84,0,0
235,PAYMENT,1935.1,C1212006835,0,0,M7778393,0,0,0,0
235,CASH_OUT,244046.61,C1440322431,70518,0,C1680598960,13504.22,257550.83,0,0
235,CASH_OUT,254919.09,C1571119669,0,0,C701250368,5097739.91,5352659,0,0
235,PAYMENT,4126.77,C1120815706,0,0,M376747947,0,0,0,0
235,CASH_IN,154755.42,C1511304964,21250,176005.42,C1144823315,0,0,0,0
235,CASH_IN,79797.52,C458248046,273829,353626.52,C925886726,56387.48,0,0,0
235,CASH_IN,140602.4,C114857721,3571711.14,3712313.54,C938040411,547222.48,406620.08,0,0
235,TRANSFER,835630.86,C682844854,0,0,C444685031,7492166.49,8327797.35,0,0
235,CASH_OUT,23471.95,C630969645,220514,197042.05,C208380695,26157.64,49629.59,0,0
235,CASH_OUT,172751.46,C833983156,0,0,C419220645,1050298.85,1223050.31,0,0
235,PAYMENT,21017.45,C1657088717,255683.9,234666.45,M840719964,0,0,0,0
235,PAYMENT,7686.52,C1635057523,0,0,M283733209,0,0,0,0
235,CASH_IN,328697.95,C1373016370,9548003.53,9876701.48,C130494361,1773619.33,1444921.38,0,0
235,PAYMENT,30688.17,C784103950,6282,0,M256385659,0,0,0,0
235,CASH_OUT,294112.07,C1265934985,0,0,C929511668,652787.58,946899.65,0,0
235,CASH_OUT,189018.36,C123761212,21570,0,C392353829,181016.14,370034.5,0,0
235,CASH_OUT,138143.88,C1917561202,19951,0,C945817286,314296.61,452440.49,0,0
235,CASH_OUT,119404.18,C1035809303,77410,0,C2014749465,0,119404.18,0,0
235,CASH_IN,138725.21,C1013102212,1275382.15,1414107.36,C674652618,282022.07,143296.86,0,0
235,TRANSFER,4814.69,C964573395,4814.69,0,C665851220,0,0,1,0
235,CASH_IN,18028.79,C1153383361,1922444.12,1940472.91,C635235249,375741,357712.21,0,0
235,CASH_OUT,62826.6,C1449117124,10225,0,C1799154898,226529.44,289356.04,0,0
235,CASH_OUT,263474.23,C1077615174,384756.87,121282.64,C754769560,837269.45,1100743.68,0,0
235,CASH_IN,201562.39,C1541447390,3007027.59,3208589.98,C1282637560,535604.42,334042.03,0,0
235,CASH_OUT,265239.59,C208711919,0,0,C1396470773,1230964.77,1496204.35,0,0
235,CASH_IN,187268.76,C221530621,108814,296082.76,C781033448,2229125.41,2041856.65,0,0
235,CASH_OUT,309958.79,C587256083,309958.79,0,C104306099,0,247510.12,1,0
235,CASH_IN,102786.97,C1887243530,51682,154468.97,C51349326,0,0,0,0
235,CASH_OUT,68795.23,C78524651,20236,0,C1675488772,3672540.86,3741336.09,0,0
235,CASH_OUT,249136.06,C33212317,60604,0,C2098558584,451435.32,700571.38,0,0
235,CASH_OUT,133424.61,C1302496828,0,0,C1264618299,308954.31,442378.92,0,0
235,TRANSFER,489301.79,C643790052,0,0,C1263665389,8226297.67,8715599.45,0,0
235,CASH_IN,198520.76,C648564626,3588,202108.76,C513144424,0,0,0,0
235,TRANSFER,276263.4,C1988612958,994524.24,718260.84,C182680565,343583.21,619846.61,0,0
235,TRANSFER,638487.85,C2102651625,638487.85,0,C1551811070,0,0,1,0
235,PAYMENT,3183.63,C562610022,21035,17851.37,M1976813509,0,0,0,0
235,PAYMENT,16019.44,C819239669,0,0,M1156117232,0,0,0,0
235,CASH_OUT,15429.6,C1506913331,251778.42,236348.82,C541887766,4516453.76,4531883.36,0,0
235,CASH_OUT,1369544.19,C407416654,1369544.19,0,C1267828367,571360.19,1940904.38,1,0
235,CASH_OUT,117385.01,C988067025,0,0,C1400873500,5729514.37,5861587.22,0,0
235,CASH_OUT,12601.39,C1032871425,0,0,C564269341,368400.42,381001.81,0,0
235,CASH_OUT,482847.55,C1729135109,66720,0,C1200781868,35087.39,517934.94,0,0
235,TRANSFER,2684260.67,C1730345649,2684260.67,0,C1466122025,0,0,1,0
235,PAYMENT,24509.03,C487601598,10789,0,M2074875016,0,0,0,0
235,PAYMENT,13422.12,C195237998,232846,219423.88,M271226679,0,0,0,0
235,CASH_IN,195645.76,C1267699003,2653126.09,2848771.85,C756848988,688541.67,391765.15,0,0
235,TRANSFER,1715293.96,C189581753,108961,0,C600948133,102674.63,1817968.59,0,0
235,CASH_OUT,33994.9,C890592175,12746,0,C933684889,1843707.76,1877702.66,0,0
235,PAYMENT,1303.26,C1975645956,121316,120012.74,M972361599,0,0,0,0
236,CASH_OUT,97434.03,C1827213641,0,0,C1339974269,182545.25,279979.28,0,0
236,PAYMENT,4683.42,C1692391376,0,0,M599817337,0,0,0,0
236,PAYMENT,7518.48,C2041103219,46911.53,39393.06,M244351033,0,0,0,0
236,CASH_OUT,70233.9,C2002413594,3218,0,C577370119,858302.49,928536.39,0,0
236,PAYMENT,4684.68,C1007622050,0,0,M1568325265,0,0,0,0
236,CASH_OUT,65609.28,C258095706,188754,123144.72,C1785034621,163316.02,228925.29,0,0
236,CASH_OUT,15487.85,C183860923,19239,3751.15,C1717137451,245804.03,261291.87,0,0
236,TRANSFER,1418198.25,C1215045618,1418198.25,0,C797703296,0,0,1,0
236,CASH_OUT,170791.01,C2022041115,49322.98,0,C72273772,876852.92,1047643.93,0,0
236,TRANSFER,968651.23,C1926006259,968651.23,0,C1585189604,0,0,1,0
236,PAYMENT,2058.94,C1869823079,51037,48978.06,M602105766,0,0,0,0
236,CASH_OUT,67299.34,C2020054935,0,0,C1962197406,135182.12,202481.46,0,0
236,CASH_OUT,187023.35,C1941969810,0,0,C596440456,388669.19,575692.54,0,0
236,CASH_OUT,210550.27,C1693756098,0,0,C1075977736,436250.76,646801.04,0,0
236,CASH_OUT,48933.43,C143037809,0,0,C932483305,842314.06,891247.5,0,0
236,PAYMENT,1782.82,C1320506613,11210,9427.18,M1548403794,0,0,0,0
236,CASH_IN,99573.19,C1688206578,294,99867.19,C2010288237,339013.7,239440.5,0,0
236,CASH_OUT,968651.23,C1843014674,968651.23,0,C137145524,0,719852.88,1,0
236,CASH_OUT,67963.2,C470671019,0,0,C2123491898,197010.28,264973.48,0,0
236,PAYMENT,18706.94,C1956276498,0,0,M2013453805,0,0,0,0
236,CASH_OUT,75939.81,C747453927,0,0,C1897368344,150613.3,226553.11,0,0
236,PAYMENT,2973.99,C1360668019,19983,17009.01,M204822326,0,0,0,0
236,CASH_OUT,75708.87,C2107705166,75708.87,0,C1387152188,4816.38,80525.25,1,0
236,CASH_IN,70310.99,C1576033802,158129.32,228440.31,C764382832,445129.17,374818.18,0,0
236,CASH_OUT,147082.24,C1270556254,199432,52349.76,C858303892,0,147082.24,0,0
236,TRANSFER,75708.87,C407555849,75708.87,0,C757180860,0,0,1,0
236,PAYMENT,658.08,C2084093340,0,0,M599199462,0,0,0,0
236,PAYMENT,8569.43,C212206684,0,0,M634558541,0,0,0,0
236,PAYMENT,81.88,C1506922597,0,0,M2099857936,0,0,0,0
236,PAYMENT,14080.17,C67624378,20005,5924.83,M1658338309,0,0,0,0
236,TRANSFER,67050.5,C1650479654,67050.5,0,C625044678,0,0,1,0
236,CASH_OUT,45150.34,C316236889,756,0,C590371030,1357538.66,1402689,0,0
236,CASH_OUT,239524.89,C1836354014,29547,0,C1052117080,5750077.46,5989602.35,0,0
237,TRANSFER,10000000,C1849235881,23924102.18,13924102.18,C1877706055,0,0,1,0
237,TRANSFER,334228.31,C160131965,0,0,C379210134,1904726.11,2238954.43,0,0
237,PAYMENT,49526.86,C678172720,0,0,M1593405537,0,0,0,0
237,TRANSFER,441866.18,C2047700004,0,0,C1642777663,3432304.88,3874171.06,0,0
237,PAYMENT,13576.55,C120882189,0,0,M406287390,0,0,0,0
237,CASH_IN,90910.09,C1730827903,41082.89,131992.99,C215205200,1628202.42,1586200.12,0,0
237,TRANSFER,321241.84,C1552999118,321241.84,0,C1921706460,0,0,1,0
237,CASH_IN,38607.33,C307515448,11632,50239.33,C1443383875,339539.34,300932.01,0,0
237,CASH_OUT,106681.18,C219983545,106681.18,0,C1298333161,0,106681.18,1,0
237,CASH_OUT,1503034.86,C1021806883,1503034.86,0,C1523189277,18125.1,1521159.97,1,0
237,CASH_IN,184631.55,C1022987419,349874,534505.55,C1674450768,1682106.09,1497474.55,0,0
237,CASH_OUT,108898.4,C1819359076,0,0,C169778986,201650.39,310548.79,0,0
237,TRANSFER,106681.18,C1867725412,106681.18,0,C1721123113,0,0,1,0
237,CASH_OUT,36279.22,C472610131,0,0,C1104877363,109280.04,145559.26,0,0
237,TRANSFER,3924102.18,C344359156,3924102.18,0,C1708707330,0,0,1,0
237,CASH_OUT,10000000,C487836667,10000000,0,C1825256816,1188309.53,11188309.53,1,0
237,PAYMENT,9605.19,C1508371308,66147,56541.81,M1324368668,0,0,0,0
237,PAYMENT,2062.1,C2068355437,11649,9586.9,M1808767043,0,0,0,0
237,TRANSFER,1503034.86,C1190914474,1503034.86,0,C984823123,0,0,1,0
237,CASH_OUT,10000000,C844374854,10000000,0,C141316671,13009399.24,23009399.24,1,0
237,CASH_OUT,3924102.18,C390716812,3924102.18,0,C1387545582,0,3924102.18,1,0
237,TRANSFER,10000000,C180127057,13924102.18,3924102.18,C2029456603,0,0,1,0
238,CASH_OUT,83506,C1612363486,5853.62,0,C265873309,777309.34,860815.34,0,0
238,CASH_OUT,10000000,C1723333662,10000000,0,C1093911640,261802.02,10261802.02,1,0
238,PAYMENT,32354.89,C746084069,0,0,M539515870,0,0,0,0
238,CASH_OUT,65091.34,C1854275574,65091.34,0,C1828878126,0,65091.34,1,0
238,PAYMENT,591.04,C2052226142,0,0,M464832873,0,0,0,0
238,CASH_OUT,74323.61,C1083892177,0,0,C1049252509,477274.45,551598.06,0,0
238,PAYMENT,10012.96,C939303728,36415,26402.04,M1081980081,0,0,0,0
238,PAYMENT,9642.46,C110073435,1444,0,M1503047364,0,0,0,0
238,TRANSFER,1530.84,C1164568984,1530.84,0,C940250916,0,0,1,0
238,PAYMENT,10468.47,C1762421964,77688,67219.53,M95367127,0,0,0,0
238,CASH_OUT,99280.21,C716632870,0,0,C1227819239,1375122.11,1474402.32,0,0
238,CASH_OUT,240899.12,C521538595,240899.12,0,C1990446259,85009.83,325908.95,1,0
238,CASH_IN,80360.35,C60361065,4945040.94,5025401.29,C1374279251,130509.01,50148.66,0,0
238,PAYMENT,963.01,C1458581036,40417,39453.99,M465194537,0,0,0,0
238,PAYMENT,46686.37,C518763927,0,0,M336261722,0,0,0,0
238,PAYMENT,3916.82,C1973001072,0,0,M1556672954,0,0,0,0
238,TRANSFER,5274773.52,C31838536,5274773.52,0,C36485609,0,0,1,0
238,CASH_OUT,5274773.52,C1067759526,5274773.52,0,C222456417,346223.18,5620996.7,1,0
239,CASH_OUT,495991.64,C1566359738,495991.64,0,C634632814,0,495991.64,1,0
239,CASH_IN,72610.04,C187152816,23108,95718.04,C571247185,74970.65,2360.61,0,0
239,CASH_OUT,160107.72,C1712177114,0,0,C2030046412,288503.44,448611.16,0,0
239,PAYMENT,22431.29,C1393698137,0,0,M572627255,0,0,0,0
